"","study ID","first author","study design","publication date","primary series vaccine","historyofCOVID","dose_number","dose","timing_of_dose_days","outcome_detail","outcome_category","country","population_detail","population_category","VE","LCL","UCL","variant_sequenced","variant_context","max duration follow-up","dose interval","notes","n_row","country_clean","iso3c","Study_id_f","Country.Code","GNI_per_c_WB","year_GNI","Economy","Region","Income group","q_GNI_per_c_WB","continent","owid_vac_intro","owid_vac_F40","owid_vac_F70","who_vac_intro","min_vac_intro","diff_owid_who_intro","diff_intro_F40","diff_intro_F70","V1_date_group","V40_date_group","V40_group","V1_dummy","V40_dummy","V70_dummy","publication_date","outcome_final","semester","clean_vaccine","vac_type","variant_clean","include_population","inclusion_notes","clean_vaccine_dose","max_follow_up_days","n_estimates"
"43",336,"Embi","Test-negative case-control","22May2023","BNT162b2 (Pfizer BioNTech)","included","2","final","14-149","hospitalization with COVID-like illness","severe","USA","immunocompetent adults >=18 years","immunocompetent adults",90,88,91,NA,"delta","~46 weeks",NA,NA,2859,"USA","USA",336,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"before jan/2021","before Jun/2021","<180","yes","yes","no",2023-05-22,"severe","2023 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","delta","yes",NA,"BioNTech/Pfizer BNT162b2 x 2",322,2
"44",336,"Embi","Test-negative case-control","22May2023","BNT162b2 (Pfizer BioNTech)","included","2","final","150+","hospitalization with COVID-like illness","severe","USA","immunocompetent adults >=18 years","immunocompetent adults",80,79,82,NA,"delta","~46 weeks",NA,NA,2860,"USA","USA",336,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"before jan/2021","before Jun/2021","<180","yes","yes","no",2023-05-22,"severe","2023 (Jan-Jun)","BioNTech/Pfizer BNT162b2","mRNA","delta","yes",NA,"BioNTech/Pfizer BNT162b2 x 2",322,2
"45",387,"Altarawneh","Test-negative case-control","27Jul2023","BNT162b2 (Pfizer BioNTech)","excluded","2","final","14+","severe, critical or fatal disease","severe","Qatar","all ages","general pop",91.1,86.3,94.2,NA,"delta","~48 weeks",NA,NA,3289,"Qatar","QAT",387,"QAT",65700,2019,"Qatar","Middle East & North Africa","High income",4,"Asia",2021-01-28,2021-05-31,2021-08-16,NA,2021-01-28,NA,123,200,"jan/2021","before Jun/2021","<180","yes","yes","yes",2023-07-27,"severe","2023 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","delta","yes",NA,"BioNTech/Pfizer BNT162b2 x 2",336,1
"46",418,"Paternina-Caicedo","Test-negative case-control","09Sep2023","BNT162b2 (Pfizer BioNTech)","excluded","2","final","14+","hospitalization","severe","Colombia",">=5 years","general pop",91,79,96,NA,"delta","~36 weeks",NA,NA,3543,"Colombia","COL",418,"COL",6630,2019,"Colombia","Latin America & Caribbean","Upper middle income",3,"South America",2021-02-18,2021-10-26,2022-07-29,2021-02-17,2021-02-17,1,251,527,"feb/2021","Sep-Nov/2021","180-269","yes","yes","no",2023-09-09,"severe","2023 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","delta","yes",NA,"BioNTech/Pfizer BNT162b2 x 2",252,1
"47",422,"Mimura","Retrospective cohort","23Sep2023","BNT162b2 (Pfizer BioNTech)","excluded","2","final","7+","hospitalization","severe","Japan",">=65 years",">=65 years",93.5,83.7,100,NA,"delta","~22 weeks",NA,NA,3576,"Japan","JPN",422,"JPN",41970,2019,"Japan","East Asia & Pacific","High income",4,"Asia",2021-02-22,2021-08-11,2021-10-16,2021-02-17,2021-02-17,5,175,241,"feb/2021","Jun-Aug/2021","<180","yes","yes","yes",2023-09-23,"severe","2023 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","delta","yes",NA,"BioNTech/Pfizer BNT162b2 x 2",154,1
"48",426,"Hernandez-Avila","Test-negative case-control","19Oct2023","BNT162b2 (Pfizer BioNTech)","excluded","2","final","<91","hospitalization with ARI","severe","Mexico",">=65 years",">=65 years",87.5,84.9,89.7,NA,"delta","~33 weeks",NA,NA,3588,"Mexico","MEX",426,"MEX",9860,2019,"Mexico","Latin America & Caribbean","Upper middle income",3,"North America",2020-12-27,2021-10-18,NA,2020-12-24,2020-12-24,3,298,NA,"before jan/2021","Sep-Nov/2021","270-359","yes","yes","no",2023-10-19,"severe","2023 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","delta","yes",NA,"BioNTech/Pfizer BNT162b2 x 2",231,4
"49",426,"Hernandez-Avila","Test-negative case-control","19Oct2023","BNT162b2 (Pfizer BioNTech)","excluded","2","final","141+","hospitalization with ARI","severe","Mexico",">=65 years",">=65 years",80.5,77.4,83.2,NA,"delta","~33 weeks",NA,NA,3589,"Mexico","MEX",426,"MEX",9860,2019,"Mexico","Latin America & Caribbean","Upper middle income",3,"North America",2020-12-27,2021-10-18,NA,2020-12-24,2020-12-24,3,298,NA,"before jan/2021","Sep-Nov/2021","270-359","yes","yes","no",2023-10-19,"severe","2023 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","delta","yes",NA,"BioNTech/Pfizer BNT162b2 x 2",231,4
"50",426,"Hernandez-Avila","Test-negative case-control","19Oct2023","BNT162b2 (Pfizer BioNTech)","excluded","2","final","<91","severe disease","severe","Mexico",">=65 years",">=65 years",90.4,87.8,92.4,NA,"delta","~33 weeks",NA,NA,3590,"Mexico","MEX",426,"MEX",9860,2019,"Mexico","Latin America & Caribbean","Upper middle income",3,"North America",2020-12-27,2021-10-18,NA,2020-12-24,2020-12-24,3,298,NA,"before jan/2021","Sep-Nov/2021","270-359","yes","yes","no",2023-10-19,"severe","2023 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","delta","yes",NA,"BioNTech/Pfizer BNT162b2 x 2",231,4
"51",426,"Hernandez-Avila","Test-negative case-control","19Oct2023","BNT162b2 (Pfizer BioNTech)","excluded","2","final","141+","severe disease","severe","Mexico",">=65 years",">=65 years",85.3,82.3,87.8,NA,"delta","~33 weeks",NA,NA,3591,"Mexico","MEX",426,"MEX",9860,2019,"Mexico","Latin America & Caribbean","Upper middle income",3,"North America",2020-12-27,2021-10-18,NA,2020-12-24,2020-12-24,3,298,NA,"before jan/2021","Sep-Nov/2021","270-359","yes","yes","no",2023-10-19,"severe","2023 (Jul-Dec)","BioNTech/Pfizer BNT162b2","mRNA","delta","yes",NA,"BioNTech/Pfizer BNT162b2 x 2",231,4
"52",49,"Nasreen","Test-negative case-control","07Feb2022","mRNA-1273 (Moderna)","unknown","2","final","14+","hospitalization or death","severe","Canada","general pop","general pop",98,93,100,"delta","delta","~25 weeks",NA,NA,281,"Canada","CAN",49,"CAN",46580,2019,"Canada","North America","High income",4,"North America",2020-12-16,2021-07-09,2021-09-28,2020-12-14,2020-12-14,2,207,288,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-02-07,"severe","2022 (Jan-Jun)","Moderna mRNA-1273","mRNA","delta","yes",NA,"Moderna mRNA-1273 x 2",175,1
"53",74,"Tang","Test-negative case-control","02Nov2021","mRNA-1273 (Moderna)","included","2","final","14+","severe, critical, fatal disease","severe","Qatar","general pop","general pop",96.1,71.4,99.5,"delta","delta","~25 weeks",NA,NA,446,"Qatar","QAT",74,"QAT",65700,2019,"Qatar","Middle East & North Africa","High income",4,"Asia",2021-01-28,2021-05-31,2021-08-16,NA,2021-01-28,NA,123,200,"jan/2021","before Jun/2021","<180","yes","yes","yes",2021-11-02,"severe","2021 (Jul-Dec)","Moderna mRNA-1273","mRNA","delta","yes",NA,"Moderna mRNA-1273 x 2",175,1
"54",92,"Grannis","Test-negative case-control","10Sept2021","mRNA-1273 (Moderna)","included","2","final","14+","hospitalization","severe","USA",">= 18 years","general pop",95,92,97,NA,"delta","4 weeks",NA,NA,611,"USA","USA",92,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"before jan/2021","before Jun/2021","<180","yes","yes","no",2021-09-10,"severe","2021 (Jul-Dec)","Moderna mRNA-1273","mRNA","delta","yes",NA,"Moderna mRNA-1273 x 2",28,1
"55",95,"Andrews","Test-negative case-control","12Jan2022","mRNA-1273 (Moderna)","excluded","2","final","14-69","hospitalization","severe","UK",">= 16 years","general pop",100,NA,NA,"delta","delta","~7 weeks",NA,NA,673,"UK","GBR",95,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,165,367,"before jan/2021","Jun-Aug/2021","<180","yes","yes","yes",2022-01-12,"severe","2022 (Jan-Jun)","Moderna mRNA-1273","mRNA","delta","yes",NA,"Moderna mRNA-1273 x 2",49,1
"56",104,"Bruxvoort","Test-negative case-control","15Dec2021","mRNA-1273 (Moderna)","excluded","2","final","14+","hospitalization","severe","USA",">= 18 years","general pop",97.5,92.7,99.2,"delta","delta","~25 weeks",NA,NA,801,"USA","USA",104,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"before jan/2021","before Jun/2021","<180","yes","yes","no",2021-12-15,"severe","2021 (Jul-Dec)","Moderna mRNA-1273","mRNA","delta","yes",NA,"Moderna mRNA-1273 x 2",175,1
"57",114,"Skowronski","Test-negative case-control","19Apr2022","mRNA-1273 (Moderna)","excluded","2","final","14+","hospitalization","severe","Canada",">= 18 years","general pop",97,97,98,"delta","delta","~38 weeks",NA,NA,940,"Canada","CAN",114,"CAN",46580,2019,"Canada","North America","High income",4,"North America",2020-12-16,2021-07-09,2021-09-28,2020-12-14,2020-12-14,2,207,288,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-04-19,"severe","2022 (Jan-Jun)","Moderna mRNA-1273","mRNA","delta","yes",NA,"Moderna mRNA-1273 x 2",266,3
"58",114,"Skowronski","Test-negative case-control","19Apr2022","mRNA-1273 (Moderna)","excluded","2","final","14-27","hospitalization","severe","Canada",">= 18 years","general pop",98,94,100,"delta","delta","~38 weeks",NA,NA,941,"Canada","CAN",114,"CAN",46580,2019,"Canada","North America","High income",4,"North America",2020-12-16,2021-07-09,2021-09-28,2020-12-14,2020-12-14,2,207,288,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-04-19,"severe","2022 (Jan-Jun)","Moderna mRNA-1273","mRNA","delta","yes",NA,"Moderna mRNA-1273 x 2",266,3
"59",114,"Skowronski","Test-negative case-control","19Apr2022","mRNA-1273 (Moderna)","excluded","2","final","196-223","hospitalization","severe","Canada",">= 18 years","general pop",95,80,99,"delta","delta","~38 weeks",NA,NA,942,"Canada","CAN",114,"CAN",46580,2019,"Canada","North America","High income",4,"North America",2020-12-16,2021-07-09,2021-09-28,2020-12-14,2020-12-14,2,207,288,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-04-19,"severe","2022 (Jan-Jun)","Moderna mRNA-1273","mRNA","delta","yes",NA,"Moderna mRNA-1273 x 2",266,3
"60",159,"Tseng","Test-negative case-control","21Feb2022","mRNA-1273 (Moderna)","included","2","final","14+","Hospitalization","severe","USA",">= 18 years","general pop",99,93.3,99.9,"delta","delta","~47.5 weeks",NA,NA,1355,"USA","USA",159,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"before jan/2021","before Jun/2021","<180","yes","yes","no",2022-02-21,"severe","2022 (Jan-Jun)","Moderna mRNA-1273","mRNA","delta","yes",NA,"Moderna mRNA-1273 x 2",332.5,1
"61",174,"Lytras","Retrospective cohort","14Jun2022","mRNA-1273 (Moderna)","included","2","final","14+","intubation","severe","Greece","15-59 years","15-59 years",99.4,98.2,99.8,NA,"delta","~48 weeks",NA,NA,1444,"Greece","GRC",174,"GRC",19690,2019,"Greece","Europe & Central Asia","High income",3,"Europe",2020-12-29,2021-07-09,2022-01-24,2020-12-23,2020-12-23,6,198,397,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-06-14,"severe","2022 (Jan-Jun)","Moderna mRNA-1273","mRNA","delta","yes",NA,"Moderna mRNA-1273 x 2",336,6
"62",174,"Lytras","Retrospective cohort","14Jun2022","mRNA-1273 (Moderna)","included","2","final","6 months","intubation","severe","Greece","15-59 years","15-59 years",97.3,93.1,98.9,NA,"delta","~48 weeks",NA,NA,1445,"Greece","GRC",174,"GRC",19690,2019,"Greece","Europe & Central Asia","High income",3,"Europe",2020-12-29,2021-07-09,2022-01-24,2020-12-23,2020-12-23,6,198,397,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-06-14,"severe","2022 (Jan-Jun)","Moderna mRNA-1273","mRNA","delta","yes",NA,"Moderna mRNA-1273 x 2",336,6
"63",174,"Lytras","Retrospective cohort","14Jun2022","mRNA-1273 (Moderna)","included","2","final","14+","intubation","severe","Greece","60-79 years","60-79 years",98.9,97.3,99.5,NA,"delta","~48 weeks",NA,NA,1446,"Greece","GRC",174,"GRC",19690,2019,"Greece","Europe & Central Asia","High income",3,"Europe",2020-12-29,2021-07-09,2022-01-24,2020-12-23,2020-12-23,6,198,397,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-06-14,"severe","2022 (Jan-Jun)","Moderna mRNA-1273","mRNA","delta","yes",NA,"Moderna mRNA-1273 x 2",336,6
"64",174,"Lytras","Retrospective cohort","14Jun2022","mRNA-1273 (Moderna)","included","2","final","6 months","intubation","severe","Greece","60-79 years","60-79 years",95.1,93,96.5,NA,"delta","~48 weeks",NA,NA,1447,"Greece","GRC",174,"GRC",19690,2019,"Greece","Europe & Central Asia","High income",3,"Europe",2020-12-29,2021-07-09,2022-01-24,2020-12-23,2020-12-23,6,198,397,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-06-14,"severe","2022 (Jan-Jun)","Moderna mRNA-1273","mRNA","delta","yes",NA,"Moderna mRNA-1273 x 2",336,6
"65",174,"Lytras","Retrospective cohort","14Jun2022","mRNA-1273 (Moderna)","included","2","final","14+","intubation","severe","Greece",">= 80 years",">= 80 years",97.9,90.2,99.5,NA,"delta","~48 weeks",NA,NA,1448,"Greece","GRC",174,"GRC",19690,2019,"Greece","Europe & Central Asia","High income",3,"Europe",2020-12-29,2021-07-09,2022-01-24,2020-12-23,2020-12-23,6,198,397,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-06-14,"severe","2022 (Jan-Jun)","Moderna mRNA-1273","mRNA","delta","yes",NA,"Moderna mRNA-1273 x 2",336,6
"66",174,"Lytras","Retrospective cohort","14Jun2022","mRNA-1273 (Moderna)","included","2","final","6 months","intubation","severe","Greece",">= 80 years",">= 80 years",90.6,67,97.3,NA,"delta","~48 weeks",NA,NA,1449,"Greece","GRC",174,"GRC",19690,2019,"Greece","Europe & Central Asia","High income",3,"Europe",2020-12-29,2021-07-09,2022-01-24,2020-12-23,2020-12-23,6,198,397,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-06-14,"severe","2022 (Jan-Jun)","Moderna mRNA-1273","mRNA","delta","yes",NA,"Moderna mRNA-1273 x 2",336,6
"67",178,"Lauring","Test-negative case-control","09Mar2022","mRNA-1273 (Moderna)","excluded","2","final","14+","hospitalization","severe","USA",">= 18 years","general pop",88,86,90,"delta","delta","~27 weeks",NA,NA,1519,"USA","USA",178,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"before jan/2021","before Jun/2021","<180","yes","yes","no",2022-03-09,"severe","2022 (Jan-Jun)","Moderna mRNA-1273","mRNA","delta","yes",NA,"Moderna mRNA-1273 x 2",189,1
"68",194,"Smid","Retrospective cohort","15Oct2022","mRNA-1273 (Moderna)","included","2","final","14-74","hospitalization","severe","Czech Republic","all ages","general pop",100,NA,NA,NA,"delta","~54 weeks",NA,NA,1654,"Czech Republic","CZE",194,"CZE",22100,2019,"Czechia","Europe & Central Asia","High income",3,"Europe",2020-12-27,2021-07-16,NA,2020-12-23,2020-12-23,4,205,NA,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","no",2022-10-15,"severe","2022 (Jul-Dec)","Moderna mRNA-1273","mRNA","delta","yes",NA,"Moderna mRNA-1273 x 2",378,2
"69",194,"Smid","Retrospective cohort","15Oct2022","mRNA-1273 (Moderna)","included","2","final","135+","hospitalization","severe","Czech Republic","all ages","general pop",82,78,85,NA,"delta","~54 weeks",NA,NA,1656,"Czech Republic","CZE",194,"CZE",22100,2019,"Czechia","Europe & Central Asia","High income",3,"Europe",2020-12-27,2021-07-16,NA,2020-12-23,2020-12-23,4,205,NA,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","no",2022-10-15,"severe","2022 (Jul-Dec)","Moderna mRNA-1273","mRNA","delta","yes",NA,"Moderna mRNA-1273 x 2",378,2
"70",203,"Baum","Retrospective cohort","05Nov2022","mRNA-1273 (Moderna)","excluded","2","final","14-90","hospitalization","severe","Finland",">= 70 years",">= 70 years",92,42,99,NA,"delta","~48.5 weeks",NA,NA,1777,"Finland","FIN",203,"FIN",49950,2019,"Finland","Europe & Central Asia","High income",4,"Europe",2021-01-17,2021-08-15,2021-10-31,2020-12-23,2020-12-23,25,235,312,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-11-05,"severe","2022 (Jul-Dec)","Moderna mRNA-1273","mRNA","delta","yes",NA,"Moderna mRNA-1273 x 2",339.5,2
"71",203,"Baum","Retrospective cohort","05Nov2022","mRNA-1273 (Moderna)","excluded","2","final","181+","hospitalization","severe","Finland",">= 70 years",">= 70 years",87,70,94,NA,"delta","~48.5 weeks",NA,NA,1778,"Finland","FIN",203,"FIN",49950,2019,"Finland","Europe & Central Asia","High income",4,"Europe",2021-01-17,2021-08-15,2021-10-31,2020-12-23,2020-12-23,25,235,312,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-11-05,"severe","2022 (Jul-Dec)","Moderna mRNA-1273","mRNA","delta","yes",NA,"Moderna mRNA-1273 x 2",339.5,2
"72",218,"Starrfelt","Retrospective cohort","30Mar2022","mRNA-1273 (Moderna)","excluded","2","final","18-25 weeks","hospitalization","severe","Norway",">= 18 years","general pop",95.3,91.5,97.4,NA,"delta","~23 weeks",NA,NA,1927,"Norway","NOR",218,"NOR",82430,2019,"Norway","Europe & Central Asia","High income",4,"Europe",2020-12-28,2021-08-12,2021-11-18,2020-12-23,2020-12-23,5,232,330,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-03-30,"severe","2022 (Jan-Jun)","Moderna mRNA-1273","mRNA","delta","yes",NA,"Moderna mRNA-1273 x 2",161,2
"73",218,"Starrfelt","Retrospective cohort","30Mar2022","mRNA-1273 (Moderna)","excluded","2","final","26-33 weeks","hospitalization","severe","Norway",">= 18 years","general pop",91.1,84.9,94.8,NA,"delta","~31 weeks",NA,NA,1928,"Norway","NOR",218,"NOR",82430,2019,"Norway","Europe & Central Asia","High income",4,"Europe",2020-12-28,2021-08-12,2021-11-18,2020-12-23,2020-12-23,5,232,330,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-03-30,"severe","2022 (Jan-Jun)","Moderna mRNA-1273","mRNA","delta","yes",NA,"Moderna mRNA-1273 x 2",217,2
"74",230,"Plumb","Test-negative case-control","12Apr2022","mRNA-1273 (Moderna)","included","2","final","14+","hospitalization","severe","USA","hospitalized adults","general pop",44,29.9,55.2,NA,"delta","~55 weeks",NA,NA,1987,"USA","USA",230,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"before jan/2021","before Jun/2021","<180","yes","yes","no",2022-04-12,"severe","2022 (Jan-Jun)","Moderna mRNA-1273","mRNA","delta","yes",NA,"Moderna mRNA-1273 x 2",385,1
"75",235,"Voko","Retrospective cohort","22Jul2022","mRNA-1273 (Moderna)","included","2","final","14-120","hospitalization","severe","Hungary","18-64 years","18-64 years",84.9,75.4,90.8,NA,"delta","~47 weeks",NA,NA,2043,"Hungary","HUN",235,"HUN",16570,2019,"Hungary","Europe & Central Asia","High income",3,"Europe",2020-12-28,2021-06-05,NA,2020-12-23,2020-12-23,5,164,NA,"before jan/2021","Jun-Aug/2021","<180","yes","yes","no",2022-07-22,"severe","2022 (Jul-Dec)","Moderna mRNA-1273","mRNA","delta","yes",NA,"Moderna mRNA-1273 x 2",329,2
"76",235,"Voko","Retrospective cohort","22Jul2022","mRNA-1273 (Moderna)","included","2","final","240+","hospitalization","severe","Hungary","18-64 years","18-64 years",42.5,-4,68.2,NA,"delta","~47 weeks",NA,NA,2044,"Hungary","HUN",235,"HUN",16570,2019,"Hungary","Europe & Central Asia","High income",3,"Europe",2020-12-28,2021-06-05,NA,2020-12-23,2020-12-23,5,164,NA,"before jan/2021","Jun-Aug/2021","<180","yes","yes","no",2022-07-22,"severe","2022 (Jul-Dec)","Moderna mRNA-1273","mRNA","delta","yes",NA,"Moderna mRNA-1273 x 2",329,2
"77",310,"Penayo","Test-negative case-control","01Jun2022","mRNA-1273 (Moderna)","included","2","final","14+","hospitalization with SARI","severe","Paraguay",">=18 years","general pop",76.1,-127.4,97.5,NA,"delta","~37 weeks",NA,NA,2613,"Paraguay","PRY",310,"PRY",5950,2019,"Paraguay","Latin America & Caribbean","Upper middle income",2,"South America",2021-02-23,2021-12-10,NA,2021-02-22,2021-02-22,1,291,NA,"feb/2021","Dec/2021 +","270-359","yes","yes","no",2022-06-01,"severe","2022 (Jan-Jun)","Moderna mRNA-1273","mRNA","delta","yes",NA,"Moderna mRNA-1273 x 2",259,1
"78",311,"Monge","Case cohort","02Sept2022","mRNA-1273 (Moderna)","included","2","final","14+","hospitalization","severe","Spain","50-59 years","50-59 years",98,97,99,NA,"delta","~21 weeks",NA,NA,2632,"Spain","ESP",311,"ESP",30370,2019,"Spain","Europe & Central Asia","High income",4,"Europe",2021-01-04,2021-07-04,2021-08-31,2020-12-30,2020-12-30,5,186,244,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-09-02,"severe","2022 (Jul-Dec)","Moderna mRNA-1273","mRNA","delta","yes",NA,"Moderna mRNA-1273 x 2",147,1
"79",326,"Lin","Retrospective cohort","26Sep2022","mRNA-1273 (Moderna)","included","2","final","~24 weeks","hospitalization","severe","USA",">=5 years","general pop",89.8,88.1,91.3,NA,"delta","~24 weeks",NA,"Note: this study includes additional VE estimates for individuals vaccinated during different time periods",2757,"USA","USA",326,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"before jan/2021","before Jun/2021","<180","yes","yes","no",2022-09-26,"severe","2022 (Jul-Dec)","Moderna mRNA-1273","mRNA","delta","yes",NA,"Moderna mRNA-1273 x 2",168,2
"80",326,"Lin","Retrospective cohort","26Sep2022","mRNA-1273 (Moderna)","included","2","final","~37 weeks","hospitalization","severe","USA",">=5 years","general pop",72.7,67.8,77,NA,"delta","~37 weeks",NA,"Note: this study includes additional VE estimates for individuals vaccinated during different time periods",2758,"USA","USA",326,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"before jan/2021","before Jun/2021","<180","yes","yes","no",2022-09-26,"severe","2022 (Jul-Dec)","Moderna mRNA-1273","mRNA","delta","yes",NA,"Moderna mRNA-1273 x 2",259,2
"81",336,"Embi","Test-negative case-control","22May2023","mRNA-1273 (Moderna)","included","2","final","14-149","hospitalization with COVID-like illness","severe","USA","immunocompetent adults >=18 years","immunocompetent adults",95,92,95,NA,"delta","~46 weeks",NA,NA,2857,"USA","USA",336,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"before jan/2021","before Jun/2021","<180","yes","yes","no",2023-05-22,"severe","2023 (Jan-Jun)","Moderna mRNA-1273","mRNA","delta","yes",NA,"Moderna mRNA-1273 x 2",322,2
"82",336,"Embi","Test-negative case-control","22May2023","mRNA-1273 (Moderna)","included","2","final","150+","hospitalization with COVID-like illness","severe","USA","immunocompetent adults >=18 years","immunocompetent adults",89,88,90,NA,"delta","~46 weeks",NA,NA,2858,"USA","USA",336,"USA",66220,2019,"United States","North America","High income",4,"North America",2020-12-13,2021-05-14,NA,2020-12-14,2020-12-13,-1,152,NA,"before jan/2021","before Jun/2021","<180","yes","yes","no",2023-05-22,"severe","2023 (Jan-Jun)","Moderna mRNA-1273","mRNA","delta","yes",NA,"Moderna mRNA-1273 x 2",322,2
"83",387,"Altarawneh","Test-negative case-control","27Jul2023","mRNA-1273 (Moderna)","excluded","2","final","14+","severe, critical or fatal disease","severe","Qatar","all ages","general pop",97.9,91.2,99.5,NA,"delta","~48 weeks",NA,NA,3291,"Qatar","QAT",387,"QAT",65700,2019,"Qatar","Middle East & North Africa","High income",4,"Asia",2021-01-28,2021-05-31,2021-08-16,NA,2021-01-28,NA,123,200,"jan/2021","before Jun/2021","<180","yes","yes","yes",2023-07-27,"severe","2023 (Jul-Dec)","Moderna mRNA-1273","mRNA","delta","yes",NA,"Moderna mRNA-1273 x 2",336,1
"84",43,"Stowe","Test-negative case-control","14June2021","AZD1222 (AstraZeneca)","included","2","final","14+","hospitalization","severe","UK","hospital patients","general pop",92,75,97,"delta","delta","~20 weeks",NA,NA,193,"UK","GBR",43,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,165,367,"before jan/2021","Jun-Aug/2021","<180","yes","yes","yes",2021-06-14,"severe","2021 (Jan-Jun)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA,"Oxford/AstraZeneca ChAdOx1-S x 2",140,1
"85",49,"Nasreen","Test-negative case-control","07Feb2022","AZD1222 (AstraZeneca)","unknown","2","final","14+","hospitalization or death","severe","Canada","general pop","general pop",90,67,97,"delta","delta","~3 weeks",NA,NA,285,"Canada","CAN",49,"CAN",46580,2019,"Canada","North America","High income",4,"North America",2020-12-16,2021-07-09,2021-09-28,2020-12-14,2020-12-14,2,207,288,"before jan/2021","Jun-Aug/2021","180-269","yes","yes","yes",2022-02-07,"severe","2022 (Jan-Jun)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA,"Oxford/AstraZeneca ChAdOx1-S x 2",21,1
"86",95,"Andrews","Test-negative case-control","12Jan2022","AZD1222 (AstraZeneca)","excluded","2","final","14+","hospitalization","severe","UK",">= 16 years","general pop",92.5,92,93,"delta","delta","~20.5 weeks",NA,NA,661,"UK","GBR",95,"GBR",43240,2019,"United Kingdom","Europe & Central Asia","High income",4,"Europe",2021-01-10,2021-06-04,2021-12-23,2020-12-21,2020-12-21,20,165,367,"before jan/2021","Jun-Aug/2021","<180","yes","yes","yes",2022-01-12,"severe","2022 (Jan-Jun)","Oxford/AstraZeneca ChAdOx1-S","Vectored","delta","yes",NA,"Oxford/AstraZeneca ChAdOx1-S x 2",143.5,3
