"","Study_id_f","first author","publication_date","semester","study design","population_category","historyofCOVID","country_clean","Country.Code","continent","Income group","GNI_per_c_WB","year_GNI","variant_clean","clean_vaccine","vac_type","dose_number","timing_of_dose_days","outcome_final","min_period_days","max_period_days","min_vac_intro","owid_vac_F40","owid_vac_F70","VE","LCL","UCL","include","justification","sensitivity","VE1","LCL.1","UCL.1","RR","RR.LCL","RR.UCL","ln.RR","SE.ln.RR"
"198",114,"Skowronski",2022-04-19,"2022 (Jan-Jun)","Test-negative case-control","general pop","excluded","Canada","CAN","North America","High income",46580,2019,"other combinations","Heterologous platforms","Multiple","2","14+","infection",NA,NA,2020-12-14,2021-07-09,2021-09-28,89,88,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199",114,"Skowronski",2022-04-19,"2022 (Jan-Jun)","Test-negative case-control","general pop","excluded","Canada","CAN","North America","High income",46580,2019,"other combinations","Heterologous platforms","Multiple","2","14-27","infection",NA,NA,2020-12-14,2021-07-09,2021-09-28,94,89,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200",114,"Skowronski",2022-04-19,"2022 (Jan-Jun)","Test-negative case-control","general pop","excluded","Canada","CAN","North America","High income",46580,2019,"other combinations","Heterologous platforms","Multiple","2","140-167","infection",NA,NA,2020-12-14,2021-07-09,2021-09-28,82,78,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201",114,"Skowronski",2022-04-19,"2022 (Jan-Jun)","Test-negative case-control","general pop","excluded","Canada","CAN","North America","High income",46580,2019,"other combinations","Heterologous platforms","Multiple","2","14+","severe",NA,NA,2020-12-14,2021-07-09,2021-09-28,99,99,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202",114,"Skowronski",2022-04-19,"2022 (Jan-Jun)","Test-negative case-control","general pop","excluded","Canada","CAN","North America","High income",46580,2019,"other combinations","Heterologous platforms","Multiple","2","14-27","severe",NA,NA,2020-12-14,2021-07-09,2021-09-28,93,48,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203",114,"Skowronski",2022-04-19,"2022 (Jan-Jun)","Test-negative case-control","general pop","excluded","Canada","CAN","North America","High income",46580,2019,"other combinations","Heterologous platforms","Multiple","2","140-167","severe",NA,NA,2020-12-14,2021-07-09,2021-09-28,98,91,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204",114,"Skowronski",2022-04-19,"2022 (Jan-Jun)","Test-negative case-control","general pop","excluded","Canada","CAN","North America","High income",46580,2019,"delta","BioNTech/Pfizer BNT162b2","mRNA","2","14+","infection",NA,NA,2020-12-14,2021-07-09,2021-09-28,89,89,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205",114,"Skowronski",2022-04-19,"2022 (Jan-Jun)","Test-negative case-control","general pop","excluded","Canada","CAN","North America","High income",46580,2019,"delta","BioNTech/Pfizer BNT162b2","mRNA","2","14-27","infection",NA,NA,2020-12-14,2021-07-09,2021-09-28,93,93,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206",114,"Skowronski",2022-04-19,"2022 (Jan-Jun)","Test-negative case-control","general pop","excluded","Canada","CAN","North America","High income",46580,2019,"delta","BioNTech/Pfizer BNT162b2","mRNA","2","252-279","infection",NA,NA,2020-12-14,2021-07-09,2021-09-28,79,75,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207",114,"Skowronski",2022-04-19,"2022 (Jan-Jun)","Test-negative case-control","general pop","excluded","Canada","CAN","North America","High income",46580,2019,"delta","BioNTech/Pfizer BNT162b2","mRNA","2","14+","severe",NA,NA,2020-12-14,2021-07-09,2021-09-28,98,97,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208",114,"Skowronski",2022-04-19,"2022 (Jan-Jun)","Test-negative case-control","general pop","excluded","Canada","CAN","North America","High income",46580,2019,"delta","BioNTech/Pfizer BNT162b2","mRNA","2","14-27","severe",NA,NA,2020-12-14,2021-07-09,2021-09-28,98,95,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209",114,"Skowronski",2022-04-19,"2022 (Jan-Jun)","Test-negative case-control","general pop","excluded","Canada","CAN","North America","High income",46580,2019,"delta","BioNTech/Pfizer BNT162b2","mRNA","2","196-223","severe",NA,NA,2020-12-14,2021-07-09,2021-09-28,94,87,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210",114,"Skowronski",2022-04-19,"2022 (Jan-Jun)","Test-negative case-control","general pop","excluded","Canada","CAN","North America","High income",46580,2019,"delta","Moderna mRNA-1273","mRNA","2","14+","infection",NA,NA,2020-12-14,2021-07-09,2021-09-28,90,89,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211",114,"Skowronski",2022-04-19,"2022 (Jan-Jun)","Test-negative case-control","general pop","excluded","Canada","CAN","North America","High income",46580,2019,"delta","Moderna mRNA-1273","mRNA","2","14-27","infection",NA,NA,2020-12-14,2021-07-09,2021-09-28,95,94,96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",114,"Skowronski",2022-04-19,"2022 (Jan-Jun)","Test-negative case-control","general pop","excluded","Canada","CAN","North America","High income",46580,2019,"delta","Moderna mRNA-1273","mRNA","2","196-223","infection",NA,NA,2020-12-14,2021-07-09,2021-09-28,55,41,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",114,"Skowronski",2022-04-19,"2022 (Jan-Jun)","Test-negative case-control","general pop","excluded","Canada","CAN","North America","High income",46580,2019,"delta","Moderna mRNA-1273","mRNA","2","14+","severe",NA,NA,2020-12-14,2021-07-09,2021-09-28,97,97,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214",114,"Skowronski",2022-04-19,"2022 (Jan-Jun)","Test-negative case-control","general pop","excluded","Canada","CAN","North America","High income",46580,2019,"delta","Moderna mRNA-1273","mRNA","2","14-27","severe",NA,NA,2020-12-14,2021-07-09,2021-09-28,98,94,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215",114,"Skowronski",2022-04-19,"2022 (Jan-Jun)","Test-negative case-control","general pop","excluded","Canada","CAN","North America","High income",46580,2019,"delta","Moderna mRNA-1273","mRNA","2","196-223","severe",NA,NA,2020-12-14,2021-07-09,2021-09-28,95,80,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",114,"Skowronski",2022-04-19,"2022 (Jan-Jun)","Test-negative case-control","general pop","excluded","Canada","CAN","North America","High income",46580,2019,"delta","Oxford/AstraZeneca ChAdOx1-S","Vectored","2","14+","infection",NA,NA,2020-12-14,2021-07-09,2021-09-28,73,72,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217",114,"Skowronski",2022-04-19,"2022 (Jan-Jun)","Test-negative case-control","general pop","excluded","Canada","CAN","North America","High income",46580,2019,"delta","Oxford/AstraZeneca ChAdOx1-S","Vectored","2","14-27","infection",NA,NA,2020-12-14,2021-07-09,2021-09-28,70,39,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",114,"Skowronski",2022-04-19,"2022 (Jan-Jun)","Test-negative case-control","general pop","excluded","Canada","CAN","North America","High income",46580,2019,"delta","Oxford/AstraZeneca ChAdOx1-S","Vectored","2","168-195","infection",NA,NA,2020-12-14,2021-07-09,2021-09-28,67,48,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",114,"Skowronski",2022-04-19,"2022 (Jan-Jun)","Test-negative case-control","general pop","excluded","Canada","CAN","North America","High income",46580,2019,"delta","Oxford/AstraZeneca ChAdOx1-S","Vectored","2","14+","severe",NA,NA,2020-12-14,2021-07-09,2021-09-28,95,93,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220",114,"Skowronski",2022-04-19,"2022 (Jan-Jun)","Test-negative case-control","general pop","excluded","Canada","CAN","North America","High income",46580,2019,"delta","Oxford/AstraZeneca ChAdOx1-S","Vectored","2","28-55","severe",NA,NA,2020-12-14,2021-07-09,2021-09-28,89,67,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221",114,"Skowronski",2022-04-19,"2022 (Jan-Jun)","Test-negative case-control","general pop","excluded","Canada","CAN","North America","High income",46580,2019,"delta","Oxford/AstraZeneca ChAdOx1-S","Vectored","2","168-195","severe",NA,NA,2020-12-14,2021-07-09,2021-09-28,91,34,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222",114,"Skowronski",2022-04-19,"2022 (Jan-Jun)","Test-negative case-control","general pop","excluded","Canada","CAN","North America","High income",46580,2019,"delta","Multiple or heterologous RNA","mRNA","2","14+","infection",NA,NA,2020-12-14,2021-07-09,2021-09-28,90,89,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223",114,"Skowronski",2022-04-19,"2022 (Jan-Jun)","Test-negative case-control","general pop","excluded","Canada","CAN","North America","High income",46580,2019,"delta","Multiple or heterologous RNA","mRNA","2","14-27","infection",NA,NA,2020-12-14,2021-07-09,2021-09-28,94,90,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224",114,"Skowronski",2022-04-19,"2022 (Jan-Jun)","Test-negative case-control","general pop","excluded","Canada","CAN","North America","High income",46580,2019,"delta","Multiple or heterologous RNA","mRNA","2","168-195","infection",NA,NA,2020-12-14,2021-07-09,2021-09-28,96,73,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",114,"Skowronski",2022-04-19,"2022 (Jan-Jun)","Test-negative case-control","general pop","excluded","Canada","CAN","North America","High income",46580,2019,"delta","Multiple or heterologous RNA","mRNA","2","14+","severe",NA,NA,2020-12-14,2021-07-09,2021-09-28,98,97,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",114,"Skowronski",2022-04-19,"2022 (Jan-Jun)","Test-negative case-control","general pop","excluded","Canada","CAN","North America","High income",46580,2019,"delta","Multiple or heterologous RNA","mRNA","2","28-55","severe",NA,NA,2020-12-14,2021-07-09,2021-09-28,97,93,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227",114,"Skowronski",2022-04-19,"2022 (Jan-Jun)","Test-negative case-control","general pop","excluded","Canada","CAN","North America","High income",46580,2019,"delta","Multiple or heterologous RNA","mRNA","2","140-167","severe",NA,NA,2020-12-14,2021-07-09,2021-09-28,96,92,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228",114,"Skowronski",2022-04-19,"2022 (Jan-Jun)","Test-negative case-control","general pop","excluded","Canada","CAN","North America","High income",46580,2019,"delta","Heterologous platforms","Multiple","2","14+","infection",NA,NA,2020-12-14,2021-07-09,2021-09-28,88,88,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229",114,"Skowronski",2022-04-19,"2022 (Jan-Jun)","Test-negative case-control","general pop","excluded","Canada","CAN","North America","High income",46580,2019,"delta","Heterologous platforms","Multiple","2","14-27","infection",NA,NA,2020-12-14,2021-07-09,2021-09-28,94,88,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230",114,"Skowronski",2022-04-19,"2022 (Jan-Jun)","Test-negative case-control","general pop","excluded","Canada","CAN","North America","High income",46580,2019,"delta","Heterologous platforms","Multiple","2","140-167","infection",NA,NA,2020-12-14,2021-07-09,2021-09-28,82,77,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231",114,"Skowronski",2022-04-19,"2022 (Jan-Jun)","Test-negative case-control","general pop","excluded","Canada","CAN","North America","High income",46580,2019,"delta","Heterologous platforms","Multiple","2","14+","severe",NA,NA,2020-12-14,2021-07-09,2021-09-28,99,99,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",114,"Skowronski",2022-04-19,"2022 (Jan-Jun)","Test-negative case-control","general pop","excluded","Canada","CAN","North America","High income",46580,2019,"delta","Heterologous platforms","Multiple","2","14-27","severe",NA,NA,2020-12-14,2021-07-09,2021-09-28,91,33,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233",114,"Skowronski",2022-04-19,"2022 (Jan-Jun)","Test-negative case-control","general pop","excluded","Canada","CAN","North America","High income",46580,2019,"delta","Heterologous platforms","Multiple","2","140-167","severe",NA,NA,2020-12-14,2021-07-09,2021-09-28,98,91,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234",114,"Skowronski",2022-04-19,"2022 (Jan-Jun)","Test-negative case-control","general pop","excluded","Canada","CAN","North America","High income",46580,2019,"alpha","BioNTech/Pfizer BNT162b2","mRNA","2","14+","infection",NA,NA,2020-12-14,2021-07-09,2021-09-28,96,92,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235",114,"Skowronski",2022-04-19,"2022 (Jan-Jun)","Test-negative case-control","general pop","excluded","Canada","CAN","North America","High income",46580,2019,"alpha","BioNTech/Pfizer BNT162b2","mRNA","2","14+","severe",NA,NA,2020-12-14,2021-07-09,2021-09-28,96,83,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236",114,"Skowronski",2022-04-19,"2022 (Jan-Jun)","Test-negative case-control","general pop","excluded","Canada","CAN","North America","High income",46580,2019,"alpha","Moderna mRNA-1273","mRNA","2","14+","infection",NA,NA,2020-12-14,2021-07-09,2021-09-28,95,84,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237",114,"Skowronski",2022-04-19,"2022 (Jan-Jun)","Test-negative case-control","general pop","excluded","Canada","CAN","North America","High income",46580,2019,"alpha","Oxford/AstraZeneca ChAdOx1-S","Vectored","2","14+","infection",NA,NA,2020-12-14,2021-07-09,2021-09-28,75,33,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238",114,"Skowronski",2022-04-19,"2022 (Jan-Jun)","Test-negative case-control","general pop","excluded","Canada","CAN","North America","High income",46580,2019,"alpha","Multiple or heterologous RNA","mRNA","2","14+","infection",NA,NA,2020-12-14,2021-07-09,2021-09-28,96,73,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239",114,"Skowronski",2022-04-19,"2022 (Jan-Jun)","Test-negative case-control","general pop","excluded","Canada","CAN","North America","High income",46580,2019,"gamma","BioNTech/Pfizer BNT162b2","mRNA","2","14+","infection",NA,NA,2020-12-14,2021-07-09,2021-09-28,92,88,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240",114,"Skowronski",2022-04-19,"2022 (Jan-Jun)","Test-negative case-control","general pop","excluded","Canada","CAN","North America","High income",46580,2019,"gamma","BioNTech/Pfizer BNT162b2","mRNA","2","14+","severe",NA,NA,2020-12-14,2021-07-09,2021-09-28,95,82,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241",114,"Skowronski",2022-04-19,"2022 (Jan-Jun)","Test-negative case-control","general pop","excluded","Canada","CAN","North America","High income",46580,2019,"gamma","Moderna mRNA-1273","mRNA","2","14+","infection",NA,NA,2020-12-14,2021-07-09,2021-09-28,95,85,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242",114,"Skowronski",2022-04-19,"2022 (Jan-Jun)","Test-negative case-control","general pop","excluded","Canada","CAN","North America","High income",46580,2019,"gamma","Oxford/AstraZeneca ChAdOx1-S","Vectored","2","14+","infection",NA,NA,2020-12-14,2021-07-09,2021-09-28,91,63,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243",114,"Skowronski",2022-04-19,"2022 (Jan-Jun)","Test-negative case-control","general pop","excluded","Canada","CAN","North America","High income",46580,2019,"gamma","Multiple or heterologous RNA","mRNA","2","14+","infection",NA,NA,2020-12-14,2021-07-09,2021-09-28,94,76,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244",114,"Skowronski",2022-04-19,"2022 (Jan-Jun)","Test-negative case-control","general pop","excluded","Canada","CAN","North America","High income",46580,2019,"gamma","Heterologous platforms","Multiple","2","14+","infection",NA,NA,2020-12-14,2021-07-09,2021-09-28,96,69,99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245",151,"Collie",2021-12-29,"2021 (Jul-Dec)","Test-negative case-control","general pop","included","South Africa","ZAF","Africa","Upper middle income",6570,2019,"omicron","BioNTech/Pfizer BNT162b2","mRNA","2","14+","severe",NA,NA,2021-02-17,NA,NA,70,62,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246",151,"Collie",2021-12-29,"2021 (Jul-Dec)","Test-negative case-control","general pop","included","South Africa","ZAF","Africa","Upper middle income",6570,2019,"delta","BioNTech/Pfizer BNT162b2","mRNA","2","14+","severe",NA,NA,2021-02-17,NA,NA,93,90,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247",165,"Tartof",2022-04-22,"2022 (Jan-Jun)","Test-negative case-control","general pop","excluded","USA","USA","North America","High income",66220,2019,"omicron","BioNTech/Pfizer BNT162b2","mRNA","2","7+","symptomatic",NA,NA,2020-12-13,2021-05-14,NA,47,40,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248",165,"Tartof",2022-04-22,"2022 (Jan-Jun)","Test-negative case-control","general pop","excluded","USA","USA","North America","High income",66220,2019,"omicron","BioNTech/Pfizer BNT162b2","mRNA","2","7 to <3 months","symptomatic",NA,NA,2020-12-13,2021-05-14,NA,64,51,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249",165,"Tartof",2022-04-22,"2022 (Jan-Jun)","Test-negative case-control","general pop","excluded","USA","USA","North America","High income",66220,2019,"omicron","BioNTech/Pfizer BNT162b2","mRNA","2",">=9 months","symptomatic",NA,NA,2020-12-13,2021-05-14,NA,31,16,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250",165,"Tartof",2022-04-22,"2022 (Jan-Jun)","Test-negative case-control","general pop","excluded","USA","USA","North America","High income",66220,2019,"omicron","BioNTech/Pfizer BNT162b2","mRNA","2","7+","severe",NA,NA,2020-12-13,2021-05-14,NA,62,53,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251",165,"Tartof",2022-04-22,"2022 (Jan-Jun)","Test-negative case-control","general pop","excluded","USA","USA","North America","High income",66220,2019,"omicron","BioNTech/Pfizer BNT162b2","mRNA","2","7 to <3 months","severe",NA,NA,2020-12-13,2021-05-14,NA,68,48,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252",165,"Tartof",2022-04-22,"2022 (Jan-Jun)","Test-negative case-control","general pop","excluded","USA","USA","North America","High income",66220,2019,"omicron","BioNTech/Pfizer BNT162b2","mRNA","2",">=9 months","severe",NA,NA,2020-12-13,2021-05-14,NA,41,21,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253",165,"Tartof",2022-04-22,"2022 (Jan-Jun)","Test-negative case-control","general pop","excluded","USA","USA","North America","High income",66220,2019,"delta","BioNTech/Pfizer BNT162b2","mRNA","2","7+","symptomatic",NA,NA,2020-12-13,2021-05-14,NA,61,55,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254",165,"Tartof",2022-04-22,"2022 (Jan-Jun)","Test-negative case-control","general pop","excluded","USA","USA","North America","High income",66220,2019,"delta","BioNTech/Pfizer BNT162b2","mRNA","2","7 to <3 months","symptomatic",NA,NA,2020-12-13,2021-05-14,NA,78,69,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255",165,"Tartof",2022-04-22,"2022 (Jan-Jun)","Test-negative case-control","general pop","excluded","USA","USA","North America","High income",66220,2019,"delta","BioNTech/Pfizer BNT162b2","mRNA","2",">=9 months","symptomatic",NA,NA,2020-12-13,2021-05-14,NA,57,45,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256",165,"Tartof",2022-04-22,"2022 (Jan-Jun)","Test-negative case-control","general pop","excluded","USA","USA","North America","High income",66220,2019,"delta","BioNTech/Pfizer BNT162b2","mRNA","2","7+","severe",NA,NA,2020-12-13,2021-05-14,NA,76,69,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257",165,"Tartof",2022-04-22,"2022 (Jan-Jun)","Test-negative case-control","general pop","excluded","USA","USA","North America","High income",66220,2019,"delta","BioNTech/Pfizer BNT162b2","mRNA","2","7 to <3 months","severe",NA,NA,2020-12-13,2021-05-14,NA,78,55,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258",165,"Tartof",2022-04-22,"2022 (Jan-Jun)","Test-negative case-control","general pop","excluded","USA","USA","North America","High income",66220,2019,"delta","BioNTech/Pfizer BNT162b2","mRNA","2",">=9 months","severe",NA,NA,2020-12-13,2021-05-14,NA,73,58,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259",174,"Lytras",2022-06-14,"2022 (Jan-Jun)","Retrospective cohort","15-59 years","included","Greece","GRC","Europe","High income",19690,2019,"delta","BioNTech/Pfizer BNT162b2","mRNA","2","14+","severe",NA,NA,2020-12-23,2021-07-09,2022-01-24,98.1,97.5,98.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260",174,"Lytras",2022-06-14,"2022 (Jan-Jun)","Retrospective cohort","15-59 years","included","Greece","GRC","Europe","High income",19690,2019,"delta","BioNTech/Pfizer BNT162b2","mRNA","2","6 months","severe",NA,NA,2020-12-23,2021-07-09,2022-01-24,95.5,94.3,96.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261",174,"Lytras",2022-06-14,"2022 (Jan-Jun)","Retrospective cohort","60-79 years","included","Greece","GRC","Europe","High income",19690,2019,"delta","BioNTech/Pfizer BNT162b2","mRNA","2","14+","severe",NA,NA,2020-12-23,2021-07-09,2022-01-24,96.7,95.9,97.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262",174,"Lytras",2022-06-14,"2022 (Jan-Jun)","Retrospective cohort","60-79 years","included","Greece","GRC","Europe","High income",19690,2019,"delta","BioNTech/Pfizer BNT162b2","mRNA","2","6 months","severe",NA,NA,2020-12-23,2021-07-09,2022-01-24,92,91,92.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263",174,"Lytras",2022-06-14,"2022 (Jan-Jun)","Retrospective cohort",">= 80 years","included","Greece","GRC","Europe","High income",19690,2019,"delta","BioNTech/Pfizer BNT162b2","mRNA","2","14+","severe",NA,NA,2020-12-23,2021-07-09,2022-01-24,94.2,92,95.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264",174,"Lytras",2022-06-14,"2022 (Jan-Jun)","Retrospective cohort",">= 80 years","included","Greece","GRC","Europe","High income",19690,2019,"delta","BioNTech/Pfizer BNT162b2","mRNA","2","6 months","severe",NA,NA,2020-12-23,2021-07-09,2022-01-24,85.9,83.5,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265",174,"Lytras",2022-06-14,"2022 (Jan-Jun)","Retrospective cohort","15-59 years","included","Greece","GRC","Europe","High income",19690,2019,"delta","BioNTech/Pfizer BNT162b2","mRNA","2","14+","death",NA,NA,2020-12-23,2021-07-09,2022-01-24,96.5,94.8,97.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266",174,"Lytras",2022-06-14,"2022 (Jan-Jun)","Retrospective cohort","15-59 years","included","Greece","GRC","Europe","High income",19690,2019,"delta","BioNTech/Pfizer BNT162b2","mRNA","2","6 months","death",NA,NA,2020-12-23,2021-07-09,2022-01-24,93.8,91,95.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267",174,"Lytras",2022-06-14,"2022 (Jan-Jun)","Retrospective cohort","60-79 years","included","Greece","GRC","Europe","High income",19690,2019,"delta","BioNTech/Pfizer BNT162b2","mRNA","2","14+","death",NA,NA,2020-12-23,2021-07-09,2022-01-24,94.1,92.7,95.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268",174,"Lytras",2022-06-14,"2022 (Jan-Jun)","Retrospective cohort","60-79 years","included","Greece","GRC","Europe","High income",19690,2019,"delta","BioNTech/Pfizer BNT162b2","mRNA","2","6 months","death",NA,NA,2020-12-23,2021-07-09,2022-01-24,89.4,87.9,90.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269",174,"Lytras",2022-06-14,"2022 (Jan-Jun)","Retrospective cohort",">= 80 years","included","Greece","GRC","Europe","High income",19690,2019,"delta","BioNTech/Pfizer BNT162b2","mRNA","2","14+","death",NA,NA,2020-12-23,2021-07-09,2022-01-24,91,88.4,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270",174,"Lytras",2022-06-14,"2022 (Jan-Jun)","Retrospective cohort",">= 80 years","included","Greece","GRC","Europe","High income",19690,2019,"delta","BioNTech/Pfizer BNT162b2","mRNA","2","6 months","death",NA,NA,2020-12-23,2021-07-09,2022-01-24,84,82.2,85.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271",174,"Lytras",2022-06-14,"2022 (Jan-Jun)","Retrospective cohort","15-59 years","included","Greece","GRC","Europe","High income",19690,2019,"delta","Moderna mRNA-1273","mRNA","2","14+","severe",NA,NA,2020-12-23,2021-07-09,2022-01-24,99.4,98.2,99.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272",174,"Lytras",2022-06-14,"2022 (Jan-Jun)","Retrospective cohort","15-59 years","included","Greece","GRC","Europe","High income",19690,2019,"delta","Moderna mRNA-1273","mRNA","2","6 months","severe",NA,NA,2020-12-23,2021-07-09,2022-01-24,97.3,93.1,98.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273",174,"Lytras",2022-06-14,"2022 (Jan-Jun)","Retrospective cohort","60-79 years","included","Greece","GRC","Europe","High income",19690,2019,"delta","Moderna mRNA-1273","mRNA","2","14+","severe",NA,NA,2020-12-23,2021-07-09,2022-01-24,98.9,97.3,99.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274",174,"Lytras",2022-06-14,"2022 (Jan-Jun)","Retrospective cohort","60-79 years","included","Greece","GRC","Europe","High income",19690,2019,"delta","Moderna mRNA-1273","mRNA","2","6 months","severe",NA,NA,2020-12-23,2021-07-09,2022-01-24,95.1,93,96.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275",174,"Lytras",2022-06-14,"2022 (Jan-Jun)","Retrospective cohort",">= 80 years","included","Greece","GRC","Europe","High income",19690,2019,"delta","Moderna mRNA-1273","mRNA","2","14+","severe",NA,NA,2020-12-23,2021-07-09,2022-01-24,97.9,90.2,99.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276",174,"Lytras",2022-06-14,"2022 (Jan-Jun)","Retrospective cohort",">= 80 years","included","Greece","GRC","Europe","High income",19690,2019,"delta","Moderna mRNA-1273","mRNA","2","6 months","severe",NA,NA,2020-12-23,2021-07-09,2022-01-24,90.6,67,97.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277",174,"Lytras",2022-06-14,"2022 (Jan-Jun)","Retrospective cohort","15-59 years","included","Greece","GRC","Europe","High income",19690,2019,"delta","Moderna mRNA-1273","mRNA","2","14+","death",NA,NA,2020-12-23,2021-07-09,2022-01-24,99.3,94.7,99.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278",174,"Lytras",2022-06-14,"2022 (Jan-Jun)","Retrospective cohort","15-59 years","included","Greece","GRC","Europe","High income",19690,2019,"delta","Moderna mRNA-1273","mRNA","2","6 months","death",NA,NA,2020-12-23,2021-07-09,2022-01-24,98.3,88.3,99.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
